Hotel Name,Price Per Day,Final Price,Address,Rating,Link
Leonardo Boutique Museumhotel,385,6548,Museum Quarter,8.4,https://www.expedia.ca/Amsterdam-Hotels-Leonardo-Boutique-Museumhotel.h17151422.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835274&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052213&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=385&top_cur=CAD&userIntent=&selectedRoomType=201802434&selectedRatePlan=209292978&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Inntel Hotels Amsterdam Landmark,390,6630,Amsterdam,8.6,https://www.expedia.ca/Amsterdam-Hotels-Inntel-Hotels-Amsterdam-Landmark.h59924915.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835255&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976397135&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=390&top_cur=CAD&userIntent=&selectedRoomType=230468328&selectedRatePlan=276400406&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Zoku Amsterdam,398,6776,Amsterdam,9.4,https://www.expedia.ca/Amsterdam-Hotels-Zoku-Amsterdam.h11587613.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835274&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=697989100222697472&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=398&top_cur=CAD&userIntent=&selectedRoomType=201164357&selectedRatePlan=390925856&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
nhow Amsterdam RAI,442,7511,Amsterdam,9.4,https://www.expedia.ca/Amsterdam-Hotels-Nhow-Amsterdam-RAI.h37928040.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835261&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381551&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=442&top_cur=CAD&userIntent=&selectedRoomType=214543980&selectedRatePlan=250227694&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
The July - Boat & Co,442,7514,Amsterdam,9.8,https://www.expedia.ca/Amsterdam-Hotels-Hotel-BOAT-CO.h36349963.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835251&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6006038&latLong=52.37304%2C4.89237&trackingData=AAAAAQAAAAEAAAAQQ2fsBBT6n3dA8sxy08bAz119vrdkJZ9IEcke3mxMdjBbU38up0JloxnYGPpMPi5DgrBi-fv3_asIri8ld7oIEzNRUadDwZ6JqICeHOyddM0RQzksRI6FUQS42LTe-dgS0aLuMrwws2hDsnsCoq_hfFsDWk0nSyYHe0ZfofmuSCQvGf_FxjuOxp5Vs9K5djeGhXeZmX51Pg6debnDIgNU_sd4IMzDhgsUJfxBlT59iYGdV6xYOhZeL5lxJ72GJGjO_6_TOjxG1w6_CUypsUDKUvu4TELd7dPf8ViSgiUwBeFt8e7fhY-z5rvTnehEyNjE5yclvOWMkpEjJRI6rqyX7vklbvjWPNp2kQ11t4ePjbKEcF7MRY_Xp2js8Obn0wBZQC0s_4LxIXxjroHZ4u44y8AWUYSS7qFKpqE4L8RX-_DHHrnL_gVGucmxAf7o2oWjCLcFXOVYXvbyBM-chbgXHkSaMYAzX8nt4WViSlZbGXjNGtU5cNfhfngzfVztErid06ka0z0WA0B5XcpnsrCPGefdK1JfcSJu0khhQ_H3ZdryGUGa2yMr8ydYDrT-Z_a8MtwQpqzDC05rBfCnls6f3j0nGMeK0DLBC6D74LAxe9PfeyptxXzWSl6t5fcQiuZzO5wRcTANhhzbqrVnpqASbHp4VubYve3bRGG9g5r12mB4-vbbJvP4hsIZWHkKvdOA1qWzOPLN0Ytoy_gwR_eQ0kVkCy1e511DtsduU_IsL5zmOFeC_JyhgV5RtMItpAMDISdrnz1NKWCf-XfwNPyJmMrtkuZcksWeMNM5MsN7ofXrhG0bcFXHfN2tzCpSjM9-bnEcOj41BG6igeVP0zXE70qnYp0-Br2tQODRMZCSVJRRuy3QaPTr7i9tIlR0YVJsieBtzKb_c6SciZdaqB9_1qfKX2WY5zPqlw1Hhkp76pvBia1dn0btW2DJ2BIgMlSWvfktouoRY9_MpyyXp3fQRqwL22pz2C6GPtyafIePiCRu9ujnf2NHUfQRWFtX4AiBwGNUEU3oCwxltLMw5QYnszYKWaYAyZfdEXyz_2tGN2FOXFdZBDWO7Tg2dnur1ZOzfMkyzgZpKf_AdpPQwsyb7iyJc770PYri728a_iPEsHMnGJ_cgx0XbhpyeIQpmzws2eXTXo1rMBZwqufDbBOCJQVZYbhas0jpPlQ_YpudLnbcfMKsPyC1aQVHHMGlcII6zBwLY4UvRmKRMWV8REmGJHWRygvscJemua5xHqa2cu_m_T2yDcpVs6tpn98_Anx1pM1KZmms31GGt_vg5VaOL3xjKD6VXBgPAFJCmenkaexJYd1WIBjDI7vqQC4P8O6o7S538ZbBG2vGQNZ0PaXULUtpCGdy8bjT5qWc2chWXvX4uODN6kUo9OIENhzQwoC9gE9P4FU4t8VaNyTRH43b2rZSfTqgD32E0rltmEwnnJSwHablcbUXBJZeqHzJd3ZSoKKM6LZlCZ-fpbYWvN-rkO5hrBK8Sgu2hR0S0_mEZE2vRNW2anlmjZJRghcPWiwIr_pf8OEiv_bmECnioXehvCY7T2FhhDo5ubXptVNc9E16J7LvRJfJweDZ6oaaWEio7kNwWVxWNCdD4WeKnPqw0-cnTTVlLLBGHwVkcEQu8sIz1L1zdRufcmQIJfg5zCSj8EMYtlKENFYlbExN6dcfyLUxuDd-WmJsROK-Mpc7fG6GaNYIgUTkGodimH_P51x1TZaupFErylPna3g5fQy0EpSVb0Ibuy633CouQxwGUFYTt57AZznidD7h87cXBoi1sRkGdRiJhGLOXETMcs-8ANGon6dTeAd-mwFoE-RLRo4hLybUqftSF6VbiydyEk1vTqCGYNLzPI0Or8Tb19Z2wQRarqeNbgXJdj1zxlJp7W4hd8HONT5XAdyQ8sA0OTcvEqaRrlnnxiIdpT6SqzhbNcV1WA5Lp5ESApuyEd3VnhoZ3tKPSEMFol4w-5zvLqKkJkjflDU96ICkniwvwvUTJYB-kn863bFrd43EwvCKtmuPmPhSNuUWSqKp6fk24rKCo5eyleVBWNBqnqQ8iu0qNtKcWsO03gM0kscWV918EmarryaSfqPxXBP94OIJlE96sntBtwl8-wOnRgAJG_8Ej5Ax5abSkiwFjoyMDULdbWlfzUPBue1SkIoMxcxFRNMBLPlmBw3PF_AFESF8wD1teJp_81BDLCjuxJG_um38QrHGk3jYYqVWy65lo9nVn3lMalGOJwBqnythPMJ7nuhsYzlJUoMmTrgHDbdCf4acacI%3D&rank=9&testVersionOverride=Buttercup%2C39483.0.0%2C50206.169039.1%2C50028.0.0%2C50813.0.0%2C49817.165296.0%2C51642.162844.0%2C49460.165713.1%2C51690.163220.0%2C52131.163559.0%2C52527.167088.0%2C52789.167580.0%2C53217.0.0%2C50988.158353.0&slots=&position=50&beaconIssued=&sort=RECOMMENDED&top_dp=442&top_cur=CAD&userIntent=&selectedRoomType=215739747&selectedRatePlan=258185508&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Wittenberg by Cove,447,7605,Amsterdam,9.6,https://www.expedia.ca/Amsterdam-Hotels-The-Wittenberg.h19292699.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261833068&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=697989100222697472&latLong=52.37304%2C4.89237&trackingData=AAAAAQAAAAEAAAAQW4114vjHRxhLWwfcRxQnvXLv-vnWlEqJoBqCyMhiNmwCvDKeM3wnV_anTHTaSXa9XQLRsJ81ghSpRxe2U6pycR7xDLo_u-C0ENTHk2lKuj2kOWq4KbfUGbg6wLdOZm0vjGt0gGUg7uoHqO0VqvJj0qtJVhY4ubuao1PU_bzgTfsy0y7fHx3EfvrV-BuVbMtiF0qVPOeaphQQIkGT2LntI9H49-U-Ez6bE28QSs_kVlkFDqDCGoXwxbjfy2s6cPYwHvIm99OgO2o6oQ6OE1zarHGPUG6hPzkbON70pJcvyueUT9w9aOvaX4WLUvdi87x5UKsMVjpPS_Vcj46SNlfDtnTtjOr7M-_4RGxiP-cERwhMd5l0hknjV5NLrHtOcyQf3WvL7-jvF34JEX7uvAWHlhfjLBONOgn-o24e3qXECfPJaUEVPMzD9lpSpjPkG8KKOEAediM4sMeMTxxMl9oTGzkrEw1qswahJbcB_yZcl0gGShgUglsm3SaQo5VO0BgDjIhM2kUFxitfmtcQtJIAp81m11KwBISH5JQNfiOaYConcMddGCmcfj_Jua1G2nnfzibiGi10hH6z3ghGrbXHi40G788TljloPAaN84xfpOp21P6qtnja7aAHknE9_UQWH7FTShlKZyF4SKBhlBcpS4dNa80Yt_FwRrFIKZHquokrsY-ak4U1sKucI2vz2rrp9BPwnbxCC4hbtx3qrwFyF4Bg6Zop7XE8bBHuIRjRgoH9axzDtdd9YJ8bNOBQOqDamvLVGhkh_w8dj6qcH24nbrDhfnOmfEBVDJS4fZcfEPgIdSgoT50aokIyRuCWmmz3mVnS-_alYOSoRXSaxOCoB__-2SoqqtAf2L3v_exiAgjjHKJmq2rP_zvJf8PZdaOXyht3JhCAyDzFKgaijZL8pa1_fX6hMN2YkEKzbecQoMmX_5iKxDZB1dbNbUCuWzwxsnlA7vUG8o_HkkNMJjwl-UMyEBAXT3_elozbmrRloIYTr5-jQ8VWuagQHX4-pjsFPDFuFPbxxzMkuHMIYBvLLXP8OtVDxskjEOjnZgUTbxC3pNhg41D9ss9l6J6OV87dJtazRB7e3JzcXUgOIZMv3iEuFoyzCVs7vSHpsOElIj0tDmQkQl5KfUmPPbOr9sXFg-C3re-nB4MYC3XRC6nxCg6Jkh-GX3b9GuTgI-LODfarufpuihnzMJN0uBl-RpR5GfdEc_QjQPG6sO-TLExRRfx8so_MC-eGnaM198XJp-WREC-R4KzfW3zvFGQqyH0EXO6CIbWGAkw3boQmPetkHNmrfqSETyYTEeHNgLh-VIHPJC-lqYIL17qPCY6ptknP-gjR9ydqq5GyPQ5UfHO8WIJzjWk3Fjo9OibO5aVKratUAFK2G4s6qlCY3wpH5dMKTfZ1YPASV0x2Hs_NwnVBWOvIOEOIAA2ZE718M0GRCpuNZx_jRUFxf2ZleIF40RE3qLZeepgF6qbiJeyCp6bD_ohgcjGhrWWmvK8N9Xt8NMYjO64JHxe4fFwxf28XXi_xt87VarKLB_gfybVrhLljhT1UfOdOyZnKBn9PtIIIDavS2daBmXLqEcLj4owzgOJLhGiyhYOf988qY8RbRztyLmkKfyT4tOgJRn19ppoF1iYHv5gbdyfz1RS2TmJ1rNDZaRzrMNuJrjoFZAWQc-yxZhFkNlrqWUlpamY-eFHErdWAlCYvgdTNSg0IqUMBmPO8GdhPruaztQNG0CLN7qYXQWOrvCH06pd7sCnr_8eUi1PylgihZAzSSVEpIbs8IYKW-2rZsBJE2fEBY-X5BJWc3r2MXds6N03itreSbZnaaNG6AIpGZ1V_uJdKuBe0-ZAhwokhTuKzmDzlvhPImfuTtegilA3EdM_SASadJLVyc9cicYa0hoCqV_h0Ht7-zvNLdfR0xH_Qz4FDrRtFaQz5nD7ke8n41XEYv4-aREsBPEl2qmTNxr4lBnzQuLHkGrHyaTrra4p8XqZbVueFv9ebDXru8cR2RJf76ol4EghdPSI3uBlT1BcMA5SR_XhO8mdHSZIuRLrWvwGKIFowruFbXq38US6xRykSbh7rSebkEkpHAyZoyaH1aa0wsdnDPYba1ongc4vVMEOoWz6XAgmwP2Cj6IdFAkMbrq_7zJAiuMY4fkCPbC5Q156-wv1shdqWYaUFBI6KlomWsMUCx39MIKpR6JYkAU89xeQXkwIU0pJIgNsXmNiUXWFJIXn4BMYraYSvEIPoIinBmlrqAIo3ehvQ2yRqaw_rS1Inc6cwiL8%3D&rank=1&testVersionOverride=Buttercup%2C39483.0.0%2C50206.169039.1%2C50028.0.0%2C50813.0.0%2C49817.165296.0%2C51642.162844.0%2C49460.165713.1%2C51690.163220.0%2C52131.163559.0%2C52527.167088.0%2C52789.167580.0%2C53217.0.0%2C50988.158353.0&slots=&position=1&beaconIssued=&sort=RECOMMENDED&top_dp=447&top_cur=CAD&userIntent=&selectedRoomType=202158240&selectedRatePlan=392179289&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Wittenberg by Cove,447,7605,Amsterdam,9.6,https://www.expedia.ca/Amsterdam-Hotels-The-Wittenberg.h19292699.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835245&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=697989100222697472&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=447&top_cur=CAD&userIntent=&selectedRoomType=202158240&selectedRatePlan=392179289&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Eden Hotel Amsterdam,466,7935,Amsterdam,8.6,https://www.expedia.ca/Amsterdam-Hotels-Eden-Hotel-Amsterdam.h596.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835256&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383413&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=466&top_cur=CAD&userIntent=&selectedRoomType=264985&selectedRatePlan=200787359&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Room Mate Aitana,476,8098,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Room-Mate-Aitana.h6325959.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835263&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248633958155449&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=476&top_cur=CAD&userIntent=&selectedRoomType=324277415&selectedRatePlan=394085076&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
NH Amsterdam Leidseplein,481,8189,Amsterdam,8.4,https://www.expedia.ca/Amsterdam-Hotels-NH-Amsterdam-Centre.h176758.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835257&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383608&latLong=52.37304%2C4.89237&trackingData=AAAAAQAAAAEAAAAQ6DGjvB7j5aIIFrLXR9MhayO8js3SJzI-MeIp7tuZ47g2iUF8_-aD4OQS8zjOPyMPB2d25bwHPiitRur7cQjbPxezgINpxyGYns7NV0l4wTeASbRHAt0ZlmYjaddn6wYewgidMP35FntHWsVLGt13YTsxKDMq3iiRIHgcu8Co2BY1OBT41DzJCQGH-06RFCo5OUb_KXEyfanZSNMSX1lATwNB2MYO2LpBE-Enf88hgIVaNJjYGFAQbrBVd0RpV5PaC4Lhjmxo8iDHLpe2OdzW3JKb2KW0HmU4hT2cxOU6FWaft8dWQiyAgk78nmCgp9kCBESZAEJEKhUnMpB3R3D5afffSPpYZ30FTRo-h69BHpXTAIWu1Vb_0ZNAwIOGiQoN5j6O1ilWNeGf6Ta3RGSZGTMmgDMEM1vTIPI8R2HwYE4lV-dsVCcNZIU5mdRgv-gTSn6j0WGMe0l_adGxiOPHvOiZat-Vaf9No1LDCjHhce1nAqSEwRbczaXjLbzqUtJvPrAJdSYBcIlEaGJqMvDrTwYgKzURBBAL2pteMUzRIDv6p0lh1jrPsdzIFXqusVhmBoGLno4GqKOCwHvLSPQlPEelXim4VQhiFY5wx820svNmrLJyKoLyce_hHCA1s0ODnkLyljtppffaoXmZkr2bX_XiwlFiEkUCM-KAehS0AOoWEosZo1xsZ_75Yf_ZjZXOBOe1uAD7j-0riMcDu-z-IMvHi9rXYEIRtmM-hKpAMLossPmNbwSVThO24KA1hIoyz_RYBCUvJWf9uvRRE4D1KP91vmoVO2S6ZCM4VvmOnBhyXhokoZ0YasEcoQp0LMZ_G-qGlrS-nT_k8Vc5o9eR72UK0BDbwRscUFPj3N580gHIX8zPtSmZS3hIiv0NkshIlWPir5j_M55UF9D3Vd1EY_rAyI3oJ3jv0q-Xf1SJO1YWjloILRPb0YLS-UYHlBDFIMQzSzaSAsLsQkpI-8qxI2Xk0KF7xglQW5o_WJuWwf1JKqMThxNz529jt3PCPiAASOS6DuHsl3NKMSlsthYLGkZY8YZ4g1RsiB9NZwVCzlWDgV23D0N7wTHlRdgmeZJic-pLlKs-24NwhQEFxvhTEimiTPC9BOaSF4XNcJd5VTpckMvR_sOBb9MIQnHZ0jxPejcv_pLdVKeLo8fh9uuix2nLYQgIzDVtXvYO3nVrvNM9uO2or72UCmcS5it6NtzZo0Rmbq1dRjegtC71usKNdtjwjlG4oVedZIyO-5KzPSZHHo1R1Bnn0ZYKMBZMuSjPIockznwtSzMprr__fMfOy-ARVrHp1zTS92rXpr3YXRjjW9nfFuvixn0U3KpiqwkcHL-NVTFrAK55eun_hVpL0Ted9jzIey_1k8pmtrOwV3hy1OVwTb2L9FalRsdl8DhT7A5X2-_XaWalXObh6_6uIhjivd3PrU9VbHs_rFI7J4Ad0aZsHL2W-71ohNrfdFLsc4sNZl9Re8Yfk_CXcaRx7dMr5fUOvhF1fiDSp03HTTZo3Rc_2QbWtyFkJLYqYBZkVkyDPJoLvZPcd_cZPFW8Y6tbpehEYStLlYBV6ed6VNBmR0GpKj2QqGxSbSBdTAiJrjVywayXjywbHSaFnEek2wis7xuHItwBhibidfvq91sH9ZKLiAlOyNnG_m2JdI6T_tuucJbw0TLUM8lP7L0OZiak8F5ADR8UpsLqArZJfA0IIFeLtC6ZQcbjezSK-fW3ILoJNpTbKjMMmu1t_Dw30HumtUItDMLmb2d6Fn4oF8KtgihZ-TNYl28EK_I_UAzlbByWlgNSn34x9Sk2uXX_-dEIF1dQe1wtYlM3_sDRSs03IdeiRtUKUe5YhoghZXR9jTRnEQTcBJlPX_Fy4CgSa7W9a0BzADRCRj4C_jXCyf9qQJp-jquezv79Whuzd7uEzAeI_DbdFvEdya7hVQ9Z9XUWF3HW4mFHRPn0HObNUTo1RCtHu3mt6lbXuY2vSoYQp4p9tfVxHWKq7akLfwhq-mc5o30nqV-rBUcwu8Mxa_Tlb-19mmC3DPEPES-wR6LEXou00q7dfCBBfrs8HJvIHxBtAG7BncoMlEu0TAqTlR3OhG-lkaJeotdMIdVoAw5hUhcy69WzDoGfxfobHKCq6kYBHaCagnifLmID9w7Kp0yB5b2L4jScZrpRtYcPqQWhBLYpKuRN7eUZyG46KjO7n15tGGmmXVFNQSI4AU7zEzEuBrk5RDnml0rI6HgCaNpj4evHdoCXov36i_1yQp4DPg%3D%3D&rank=10&testVersionOverride=Buttercup%2C39483.0.0%2C50206.169039.1%2C50028.0.0%2C50813.0.0%2C49817.165296.0%2C51642.162844.0%2C49460.165713.1%2C51690.163220.0%2C52131.163559.0%2C52527.167088.0%2C52789.167580.0%2C53217.0.0%2C50988.158353.0&slots=&position=58&beaconIssued=&sort=RECOMMENDED&top_dp=481&top_cur=CAD&userIntent=&selectedRoomType=213002770&selectedRatePlan=240041883&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
limehome Amsterdam Leidsekruisstraat,508,8648,Amsterdam,9.4,https://www.expedia.ca/Amsterdam-Hotels-Limehome-Amsterdam-Leidsekruisstraat.h102182794.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835239&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381941&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=508&top_cur=CAD&userIntent=&selectedRoomType=324177864&selectedRatePlan=393880867&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
DoubleTree by Hilton Hotel Amsterdam Centraal Station,532,9044,Amsterdam,8.4,https://www.expedia.ca/Amsterdam-Hotels-DoubleTree-By-Hilton-Hotel-Amsterdam-Centraal-Station.h3977985.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835278&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383129&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=532&top_cur=CAD&userIntent=&selectedRoomType=200134296&selectedRatePlan=242165927&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Clayton Hotel Amsterdam American,534,9091,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Hard-Rock-Hotel-Amsterdam-American.h42593957.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835269&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381941&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=534&top_cur=CAD&userIntent=&selectedRoomType=218528219&selectedRatePlan=392563442&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
NH Collection Amsterdam Flower Market,536,9118,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-NH-Collection-Amsterdam-Flower-Market.h527568.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835295&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976383413&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=536&top_cur=CAD&userIntent=&selectedRoomType=200799963&selectedRatePlan=203983697&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
NH City Centre Amsterdam,551,9368,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-NH-City-Centre-Amsterdam.h26865.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835279&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381960&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=551&top_cur=CAD&userIntent=&selectedRoomType=200802861&selectedRatePlan=204078948&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
