Hotel Name,Price Per Day,Final Price,Address,Rating,Link
NinetyNine Hotel Amsterdam Airport,238,3841,Hoofddorp,9.0,https://www.expedia.ca/Amsterdam-Hotels-NinetyNine-Hotel-Amsterdam-Airport.h57751702.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261833067&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&trackingData=AAAAAQAAAAEAAAAQtQYTAbu6RH2S8cdl0XsbOdHq0YbiZRvP0WU2lYuc8B4-4i3cbjgTOjcFi134JOuYdGTaNA7KlsQ_piu6TPxmE70VATXTCkrwjQ6rs3yp6ohBZQY3yqYvSnZ-9VRxqGyL53JayfrL2UCBtXiis3OADdiqMtiOUjj2AKd_5G6EfFyAVajFThP6lWSaYTCo0TkOHP2zzeLz8eWScbszkHnD1bllYfwcWVnUlytclAQNAuoCGZD7JfJuqmFr1A_uIGJ9-UDHtJCfOXPm652mIOqJYnqV2bKNoHkI0ahhY5gQnu0tOpXzchvWggMQHaVrvKuIcVYrhi_wUIFOA5pHN9wBXYVHfE31JPT4MC3_vjts8JPL7zL160yOaq_S10D-0FKuc-8p3LOBUrzJNfXfFhHK8gKvIFtj06AXyWPn4-fCyrsfI4Ip9F3utnJIYHsXaVWv6narbsnPZc6jTZzXUoVmqAHL7cZZqfCEYOsVfssi675sVb3-IcXQroswB4A7ZvEZ9WMpbUVqEbyVnqK8-RZVwGCrVDMgFhubrK3M3dHgsHRqRI0R8JAVAJ7no5-W5zkDeuoLCkxMFIHy3aPO4jNRB4ohu_r5I1hhZj9KQCREnkn2NkYSD8MJhcbRXYShJy14XulGg_Y4wdfWDMYufJ-MbU1OppXR4gj8WT6qvGoBDfMQsMDD8kSdHcr9hADzLC2zNdgI_HOJggYJsTSxT34OZQJYHCJRPxRn-YhQHBcSJkGWyvPTc-w01Z6vzjQ4oonAX9HxJ77gpKAtn7rI0TsJ6M8-SIVMg7NZg1zlSOXRKDHXB-hlLncQP-6ku4MUhpTcv6XNrlVw4svTSSgZ5Jq68anvW0QTAMFmAKgGFbkD1JNY0zCocGLvSLV4G2wmdRC-WvD5tnUN7NBka5HBSBCqqlXC9fhMa4st_xaL6LQg8tDbVyaohEorNUWWel2DnG_wX8OLMR9941gDxZGo_0qspL0AS2tu7ZYxuWCgzLXfDf1CoJQazBqF5yK1SSLwbQS14FsKnHpsr1zF-XGw3Leh2rmX3-QvWVH4_sqoMLyosZro43XpYD71JlduHihydcvcVUrhdc50PmFhAGScs-aPaZFDcrLAnXLi9cTzVUjnXCXgmc_OHMHcYCDi9TAYzwKREZJ-vOgQZ-UixtIu3tYOzrROL5FipGg_cwwZjEZH_4uBHy0p8ktEtSUd1MWHNoDNUJlsbkH83IkAdZPjsS5ckYX9Pf8JJS-3c7N_H0akxLrf0GQcbqQ6nNHGZX4bbyCmgx7MG7uuDVoXlsICGCZxbwr0aOCcpH95K_H_jpw_ZTxFdNvJHHzc7HNA-I44IUS8W7dNSuu4H9eWI6XrXMeYU1GlsMgDyZ-fINOmnF4tPKkzs_QfmO5-MFmfg7-Nb_89HeIDrvu1VSm9nAbeRhjpE6zj4OVoy1mOOMc1N6cq1KvHcd-Y9gaqw0mTGZcTg_gSU7oVQ2DKLIsnw2_xIkbyhXZ6M7FY4cKCFeRURpVjeOseAKOfdl-24J30N8Wee19BfxN7H8ScYcxmvpSrXcEscNq4VXYEYFlPf_v0_Kgw_QHvIdlZ_lgtTYRmE52q6M_GHGUe9gFaHbBFapWfX9fHlifp5r_5PmjhccX_fk8FR1tSOM0bWL1HO_qc6pqgfIStdTPYnU4OAObGAQCe7ASz431VfciXnSWhr-Vn6ptIs_UYhwZJf9m8FMyqhDbApnl7BNMCjfngzuDQIZnYue45PWRfkJ4wmIcsKiIGl8tKjSMwuFRrqwiArYCnNP7SsqpcRDr2YjQbsjZ2Pp2ALG3NYDGjCzR9f1rvbuPLwqpURkOmEZvHWov3wMP7z_FUhbEFGyM28MCOGhLou91zYz1yCGZ-9zPSJV8OnHGqk15RzDp2qAmsEtoYi0clw3MDKvy18hOKk3RmcEhgod8mMVUqyY7HtksWhAWq5_P9iipDp_oHlTSinhNATzf8HtX_yOHYGgGCkUyW6ZlQ0mKigjb_VGqyunKHZoafiktnHWhAiMQkxzT7BiNkSKhhgFt9bxX6YLHzB7p__xGj0UYZMG9Yu39FVV5pemOt1_Xvgdej0nho3h0zQvhr62pnANAlk_vVpz8c0T7xzRzJEEGwL1OHmPuOrVAC2aEzfSDi6Ipt8AMhE7NoXTk58qjky399h1zi3qXsSZtnY2ZXDA9d0_tDu2SvAb1VHrCjuVVQVlH7FYlkz9v9iyT2ok4Hvw6RCcXvXlRY5yTyfnRcmbIG7kT1Gyb0Ix0mU_dPk2GFadEglx0%3D&rank=3&testVersionOverride=Buttercup%2C39483.0.0%2C50206.169039.1%2C50028.0.0%2C50813.0.0%2C49817.165296.0%2C51642.162844.0%2C49460.165713.1%2C51690.163220.0%2C52131.163559.0%2C52527.167088.0%2C52789.167580.0%2C53217.0.0%2C50988.158353.0&slots=&position=3&beaconIssued=&sort=RECOMMENDED&top_dp=238&top_cur=CAD&userIntent=&selectedRoomType=230462063&selectedRatePlan=276394651&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
NinetyNine Hotel Amsterdam Airport,238,3841,Hoofddorp,9.0,https://www.expedia.ca/Amsterdam-Hotels-NinetyNine-Hotel-Amsterdam-Airport.h57751702.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835233&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=238&top_cur=CAD&userIntent=&selectedRoomType=230462063&selectedRatePlan=276394651&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Bastion Hotel Amsterdam Amstel,240,3855,Duivendrecht,7.6,https://www.expedia.ca/Amsterdam-Hotels-Bastion-Hotel-Amsterdam-Amstel.h910271.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835278&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=240&top_cur=CAD&userIntent=&selectedRoomType=28500&selectedRatePlan=201143865&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
"Holiday Inn Express Amsterdam - Schiphol, an IHG Hotel",241,3887,Hoofddorp,8.4,https://www.expedia.ca/Amsterdam-Hotels-Holiday-Inn-Express-Amsterdam-Schiphol.h4119667.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835267&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=241&top_cur=CAD&userIntent=&selectedRoomType=200034685&selectedRatePlan=380872306&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Amsterdam Forest Hotel,249,3899,Amstelveen,8.8,https://www.expedia.ca/Amsterdam-Hotels-Amsterdam-Forest-Hotel.h12306987.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835251&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=249&top_cur=CAD&userIntent=&selectedRoomType=201262343&selectedRatePlan=206114608&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Best Western Zaan Inn,247,3931,Zaandam,8.6,https://www.expedia.ca/Amsterdam-Hotels-Best-Western-Zaan-Inn.h3976029.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835264&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=247&top_cur=CAD&userIntent=&selectedRoomType=201138289&selectedRatePlan=205399644&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
CityHub Amsterdam,239,4072,Amsterdam,9.2,https://www.expedia.ca/Amsterdam-Hotels-CityHub-Amsterdam.h13150381.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835241&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976381977&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=239&top_cur=CAD&userIntent=&selectedRoomType=201380561&selectedRatePlan=206810787&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Corendon Apartments Amsterdam Schiphol Airport Hotel,252,4075,Badhoevedorp,8.6,https://www.expedia.ca/Amsterdam-Hotels-Corendon-Apartments-Amsterdam-Airport.h76024782.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835255&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=252&top_cur=CAD&userIntent=&selectedRoomType=323908513&selectedRatePlan=393108216&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Bastion Hotel Amsterdam Noord,240,4080,Amsterdam North,7.4,https://www.expedia.ca/Amsterdam-Hotels-Bastion-Hotel-Amsterdam-Noord.h910269.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835300&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178326&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=240&top_cur=CAD&userIntent=&selectedRoomType=28488&selectedRatePlan=201159049&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Bastion Hotel Amsterdam Zuidwest,241,4104,Amsterdam,7.4,https://www.expedia.ca/Amsterdam-Hotels-Bastion-Hotel-Amsterdam-Zuidwest.h910274.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835282&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382892&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=241&top_cur=CAD&userIntent=&selectedRoomType=316570198&selectedRatePlan=386309011&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Novotel Amsterdam Schiphol Airport,258,4171,Hoofddorp,9.0,https://www.expedia.ca/Amsterdam-Hotels-Novotel-Amsterdam-Schiphol-Airport.h11544414.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835264&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=258&top_cur=CAD&userIntent=&selectedRoomType=201411904&selectedRatePlan=278013702&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
EuroParcs Spaarnwoude,261,4228,Halfweg,8.2,https://www.expedia.ca/Amsterdam-Hotels-Droompark-Spaarnwoude.h29500975.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835234&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=261&top_cur=CAD&userIntent=&selectedRoomType=321247314&selectedRatePlan=388341395&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
easyHotel Amsterdam City Centre South,253,4302,De Pijp,7.0,https://www.expedia.ca/Amsterdam-Hotels-EasyHotel-Amsterdam-City-Centre-South.h4814791.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835242&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052212&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=253&top_cur=CAD&userIntent=&selectedRoomType=200523625&selectedRatePlan=202785922&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Best Western Amsterdam,254,4313,Amsterdam,8.0,https://www.expedia.ca/Amsterdam-Hotels-Best-Western-Amsterdam.h891186.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835245&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382892&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=254&top_cur=CAD&userIntent=&selectedRoomType=210030013&selectedRatePlan=387065798&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Zaan Hotel Amsterdam - Zaandam,273,4328,Zaandam,9.2,https://www.expedia.ca/Amsterdam-Hotels-Zaan-Hotel-Amsterdam-Zaandam.h26887424.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835247&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=273&top_cur=CAD&userIntent=&selectedRoomType=215412059&selectedRatePlan=256053431&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hotel Vossius Vondelpark,254,4329,Museum Quarter,7.6,https://www.expedia.ca/Amsterdam-Hotels-Hotel-Vossius-Vondelpark.h5370715.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835249&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052213&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=254&top_cur=CAD&userIntent=&selectedRoomType=200523822&selectedRatePlan=202786233&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
The Social Hub Amsterdam West 4,261,4434,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-The-Social-Hub-Amsterdam-West-4.h49274684.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835244&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178332&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=261&top_cur=CAD&userIntent=&selectedRoomType=231610164&selectedRatePlan=284253076&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
"Corendon Amsterdam Schiphol Airport, a Tribute Portfolio Hotel",280,4526,Badhoevedorp,8.6,https://www.expedia.ca/Amsterdam-Hotels-Corendon-Plaza-Amsterdam-Airport-Hotel.h76024718.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835252&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=280&top_cur=CAD&userIntent=&selectedRoomType=323862536&selectedRatePlan=393013930&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Cityden Zuidas,299,4662,Amstelveen,8.6,https://www.expedia.ca/Amsterdam-Hotels-Cityden-Up-Amsterdam-South.h16497359.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835261&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=299&top_cur=CAD&userIntent=&selectedRoomType=201737929&selectedRatePlan=208656160&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Four Elements Hotel Amsterdam,276,4697,Amsterdam,8.8,https://www.expedia.ca/Amsterdam-Hotels-Four-Elements-Hotel-Amsterdam.h33013514.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835296&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6214992&latLong=52.37304%2C4.89237&trackingData=AAAAAQAAAAEAAAAQQRyeDgz2S6unX_RSkxWl4evrGksB6Z5r8TR2SMdFCX1o1DDd2_2kpciS7jUhcEde75Mgxw9-quZj-dxXxH2uNQCLQoyI-4YUth24uDLAkIpvVHVqTBWSQkKlL-djPOYsS1or9-JKcOS600HxA8e9JDV1HgQqd4aDM2qWN-jMy0VciFpMpFpsHjCueXIZVPslFlrVdsIpqxUWssWY3PiUFjawdm-HEybe05-v9F6H9hYb2hVoNPEzRPp7pBJM6GVA1iEmJxItIlxBDmmeZelkue0S0A7jf-sh6csKtaUxbarAk6NQM4eE2GBvWD5cicCb7GQdQU7rLwEEKviF3ZEIb-M3oYX1MZgR8lOosPDTPD50YvZu56v9EQTB_-faUIFqDEQNMszbk5a1haZKv-uEyqr_CSJHtrM4ImSlGh4eok6AKqqCryHta8yuWKZiXZbB_Nqm2IdUe63LGVI_WTh5KUk3sqYIJdwne0K77WBzbgTNZW82Cp8rdMuRJ1IaVICnt-0VZQYSAe88khRmi16A5P8YukZxQEh4j894ynKHw0XsEiuzwTw0zkLoY4eMvqqS8w6XglQGBiRPElFjOshb4KJeVP1TvSCyovhEhp16RwQOzUGjk6vzRylL3Z-5uaJ3qXahefFmyRuAPaIVY8nm9cDbwktMn2zsZmUe03qIy4o6-3SgcCM27wZVeHY0L3cOqeno_kmJsN349YgFXKGdRoJcriB92bEw7eR3mmyPO56eU4AGyyCoHV5fVNBH-6_U1TzSRTLIJC0FIpFEa9sqCJ_7AYlVljhd0I_CdXbSknVT8klfZBjFnm8YyA9smUhBVURIKmFDQmbasWA2KO-A7_kvQNgn1jgEQ0Jtx46pPc7aRh5seBzd0M16mb6cIW_hWNa-6ZODKMiKx9c67vVzDMxeGkCRUq6W-Z_T_0HNAOfPm_6BzA7o653YY5m0BeFde3LTL4WP26JhMvRlm1yMGLXjpVXAawqf2JYBR-KYH_5eLYEFWgueBtOc2KMhGnMLWROWCrWuQP_OoYk7iVOaO0emJX0kBBJnYME4RWhSPrn0Lbw7GRgGj7ePPOSvdG9sxIQRVijBERi2E6MuBWqCHkdP7c6ZdykW4GA27fc4PWO_v34S1cHj8tiOTk_pSbG1rvCnG2sSYDYYDMqKdXoYFHEvVY6WrJDFXvewNvrsXB7nXMZQ7RJQrT_5PfnocgKqDt95kZp8uriLAy6mgg3H9ljeZmo0sSwfjKBIteI7CHrJY5kzwPWRJPqByOI2-SJ_TgoJWeKboUHInPhbDPR-lK7j-Ewmy9sEKZwIKKt5svyBba9zTi0si7ups6L_8rnqcJZ9yP1xiRnlu1Z7MzkWfPeBFAtjqnEcQDsyF24p9i-n-SaP-BI021n2nKu4L_5XvhelvNMM-fskq6HNMpG2CoJD-2Ozw1cuZCwMhISNp-UnZ7wmSGjKY_Y9F-70MZC1sWPUd5wBO01GmLJpha1hSb1VKoNvPpaJ4YI4HDdS5CO3p2nsVghGyYn87C83b6BKwO0OBuaReaOIurkyWtprhPXXit65q5NMQr-sG_bjskoYBi-DWOFfOnbpZPm8yWTltfbwOIztVSfIyayGS_-Cx1MaZqBDBXLbkXp8eZUq5PZouIA7O8SaaOCAapW05rfeZDD50ksw1DknoLsvcbZtQOBfkkBIUGVNkC88glmQT7dcQ3gRDTYDRLOcj02KElw_u6kJF3I5DgI5JeD3WBjpUyXHcxnV075KThhSNXEzQtF6aJxCITsLMs5RQKt0pAJwRtCNUuCI6sEmpIUGwVmNDtrrmmQMg4kK0DKBx9FIdk12IKEsCJUEdAUeSZkWLezRWAN1oB6pr2U_nn91VkOTVYrIJkhafRQ-I9kcwlSEWopo1t6QN9jjgezxRijETSHKLEPyGU3PC7kg_3XVo8eYR8cWGzdnWVikcV6NN2qc1XkBFhZfOPjs7lJeCoVVJiiQzNZlPjZ7DtKxnsrJCahQFq7fUUuMjH_haCZLK38bpKKRhal15QkTaqgweTvmXd3sGHbOhwSJZwRWg29FUjiKbR9vCY79qici8EP3oingkEtqcyCyVAi-9pUh9-nj3GTqKMvflE_qrU9hbjiYyufw8NfQYrtHuH9koNTH6eRne3PnQehk2YAB1QjK7whqsGrwaZ0rSAMdWLkpuzxIUnSydIYyGKxetDn1Y7BE2mY2sa5QJs9iGCP_NVPi0C5hRZ-oPViAenX-6UG4ObfuP1Q140gQIwi4iemYQBn8EUAq2NY%3D&rank=13&testVersionOverride=Buttercup%2C39483.0.0%2C50206.169039.1%2C50028.0.0%2C50813.0.0%2C49817.165296.0%2C51642.162844.0%2C49460.165713.1%2C51690.163220.0%2C52131.163559.0%2C52527.167088.0%2C52789.167580.0%2C53217.0.0%2C50988.158353.0&slots=&position=90&beaconIssued=&sort=RECOMMENDED&top_dp=276&top_cur=CAD&userIntent=&selectedRoomType=218436995&selectedRatePlan=276206993&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Radisson Hotel & Suites Amsterdam South,302,4705,Amstelveen,8.8,https://www.expedia.ca/Amsterdam-Hotels-Radisson-Hotel-Suites-Amsterdam-South.h20094895.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835242&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=302&top_cur=CAD&userIntent=&selectedRoomType=314307660&selectedRatePlan=382953363&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hotel Heye 130,281,4782,Amsterdam,9.0,https://www.expedia.ca/Amsterdam-Hotels-Hotel-Heye-130.h18144032.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835298&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=553248635976382237&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=281&top_cur=CAD&userIntent=&selectedRoomType=201936025&selectedRatePlan=211842298&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
Hyatt Place Amsterdam Airport,301,4864,Hoofddorp,9.0,https://www.expedia.ca/Amsterdam-Hotels-Hyatt-Place-Amsterdam-Airport.h7378407.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835301&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=301&top_cur=CAD&userIntent=&selectedRoomType=201668853&selectedRatePlan=258193355&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
"Holiday Inn Express Amsterdam - North Riverside, an IHG Hotel",291,4954,Amsterdam North,8.8,https://www.expedia.ca/Amsterdam-Hotels-Holiday-Inn-Express-Amsterdam-Motorkade.h48566342.Hotel-Information?chkin=2024-04-15&chkout=2024-04-29&x_pwa=1&rfrr=HSR&pwa_ts=1709261835227&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jYS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a1&regionId=178229&destination=Amsterdam+%28and+vicinity%29%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=178326&latLong=52.37304%2C4.89237&sort=RECOMMENDED&top_dp=291&top_cur=CAD&userIntent=&selectedRoomType=233128338&selectedRatePlan=392849209&searchId=8ea11350-e85d-48a2-b12b-2b759b0dd912
